"","Portfolio Name","Security ID","Type","Quantity","Price","Date"
"306","DHARMA STRATEGY","LMT US Equity","",3800,"",2015-06-26
"307","DHARMA STRATEGY","MRK US Equity","",13750,"",2015-06-26
"308","DHARMA STRATEGY","MSFT US Equity","",22050,"",2015-06-26
"309","DHARMA STRATEGY","NOC US Equity","",1300,"",2015-06-26
"310","DHARMA STRATEGY","OXY US Equity","",3399,"",2015-06-26
"311","DHARMA STRATEGY","PFE US Equity","",10000,"",2015-06-26
"312","DHARMA STRATEGY","QCOM US Equity","",15150,"",2015-06-26
"313","DHARMA STRATEGY","RTN US Equity","",3400,"",2015-06-26
"314","DHARMA STRATEGY","STO US Equity","",43299,"",2015-06-26
"315","DHARMA STRATEGY","SOLB BB Equity","",1850,"",2015-06-29
"316","DHARMA STRATEGY","POT CN Equity","",15450,"",2015-06-29
"317","DHARMA STRATEGY","SYNN SW Equity","",1400,"",2015-06-29
"318","DHARMA STRATEGY","ABBN SW Equity","",21300,"",2015-06-29
"319","DHARMA STRATEGY","NESN SW Equity","",8800,"",2015-06-29
"320","DHARMA STRATEGY","BMW GY Equity","",7400,"",2015-06-29
"321","DHARMA STRATEGY","SIE GY Equity","",6100,"",2015-06-29
"322","DHARMA STRATEGY","VOW3 GY Equity","",2000,"",2015-06-29
"323","DHARMA STRATEGY","SX6PEX GY Equity","",29600,"",2015-06-29
"324","DHARMA STRATEGY","BAS GY Equity","",10900,"",2015-06-29
"325","DHARMA STRATEGY","BAYN GY Equity","",2800,"",2015-06-29
"326","DHARMA STRATEGY","CS FP Equity","",20400,"",2015-06-29
"327","DHARMA STRATEGY","MC FP Equity","",6110,"",2015-06-29
"328","DHARMA STRATEGY","ML FP Equity","",9300,"",2015-06-29
"329","DHARMA STRATEGY","CO FP Equity","",3400,"",2015-06-29
"330","DHARMA STRATEGY","SCR FP Equity","",22000,"",2015-06-29
"331","DHARMA STRATEGY","ADN LN Equity","",150000,"",2015-06-29
"332","DHARMA STRATEGY","BLT LN Equity","",46054,"",2015-06-29
"333","DHARMA STRATEGY","SKY LN Equity","",14550,"",2015-06-29
"334","DHARMA STRATEGY","BA/ LN Equity","",64000,"",2015-06-29
"335","DHARMA STRATEGY","MRW LN Equity","",1e+05,"",2015-06-29
"336","DHARMA STRATEGY","BP/ LN Equity","",87832,"",2015-06-29
"337","DHARMA STRATEGY","BT/A LN Equity","",69500,"",2015-06-29
"338","DHARMA STRATEGY","KGF LN Equity","",55000,"",2015-06-29
"339","DHARMA STRATEGY","SBRY LN Equity","",105000,"",2015-06-29
"340","DHARMA STRATEGY","SMIN LN Equity","",10000,"",2015-06-29
"341","DHARMA STRATEGY","RB/ LN Equity","",4530,"",2015-06-29
"342","DHARMA STRATEGY","ESV US Equity","",8000,"",2015-06-29
"343","DHARMA STRATEGY","STX US Equity","",21100,"",2015-06-29
"344","DHARMA STRATEGY","XSMI SW Equity","",11000,"",2015-06-29
"345","DHARMA STRATEGY","XSDR GY Equity","",5200,"",2015-06-29
"346","DHARMA STRATEGY","PHIA NA Equity","",12000,"",2015-06-29
"347","DHARMA STRATEGY","AIR FP Equity","",14000,"",2015-06-29
"348","DHARMA STRATEGY","LYB US Equity","",4300,"",2015-06-29
"349","DHARMA STRATEGY","AD NA Equity","",34520,"",2015-06-29
"350","DHARMA STRATEGY","ATCOA SS Equity","",20100,"",2015-06-29
"351","DHARMA STRATEGY","ABBV US Equity","",3300,"",2015-06-29
"352","DHARMA STRATEGY","AAPL US Equity","",2402,"",2015-06-29
"353","DHARMA STRATEGY","AMAT US Equity","",20500,"",2015-06-29
"354","DHARMA STRATEGY","BAX US Equity","",11650,"",2015-06-29
"355","DHARMA STRATEGY","BA US Equity","",7100,"",2015-06-29
"356","DHARMA STRATEGY","CA US Equity","",33700,"",2015-06-29
"357","DHARMA STRATEGY","CAT US Equity","",11700,"",2015-06-29
"358","DHARMA STRATEGY","CVX US Equity","",6039,"",2015-06-29
"359","DHARMA STRATEGY","CSCO US Equity","",16000,"",2015-06-29
"360","DHARMA STRATEGY","TPR US Equity","",10800,"",2015-06-29
"361","DHARMA STRATEGY","COP US Equity","",4882,"",2015-06-29
"362","DHARMA STRATEGY","GLW US Equity","",49750,"",2015-06-29
"363","DHARMA STRATEGY","DE US Equity","",8500,"",2015-06-29
"364","DHARMA STRATEGY","DOW US Equity","",7700,"",2015-06-29
"365","DHARMA STRATEGY","EMR US Equity","",3000,"",2015-06-29
"366","DHARMA STRATEGY","INTC US Equity","",31100,"",2015-06-29
"367","DHARMA STRATEGY","JNJ US Equity","",10050,"",2015-06-29
"368","DHARMA STRATEGY","KLAC US Equity","",7900,"",2015-06-29
"369","DHARMA STRATEGY","LMT US Equity","",3800,"",2015-06-29
"370","DHARMA STRATEGY","MRK US Equity","",13750,"",2015-06-29
"371","DHARMA STRATEGY","MSFT US Equity","",22050,"",2015-06-29
"372","DHARMA STRATEGY","NOC US Equity","",1300,"",2015-06-29
"373","DHARMA STRATEGY","OXY US Equity","",3399,"",2015-06-29
"374","DHARMA STRATEGY","PFE US Equity","",10000,"",2015-06-29
"375","DHARMA STRATEGY","QCOM US Equity","",15150,"",2015-06-29
"376","DHARMA STRATEGY","RTN US Equity","",3400,"",2015-06-29
"377","DHARMA STRATEGY","STO US Equity","",43299,"",2015-06-29
