"","PortfolioName","SecurityId","Quantity","Price","Date","Cost"
"17936","DEQ","CSCO US Equity",16000,0,2016-06-08,NA
"17937","DEQ","TPR US Equity",21600,0,2016-06-08,NA
"17938","DEQ","GLW US Equity",37500,0,2016-06-08,NA
"17939","DEQ","DE US Equity",4500,0,2016-06-08,NA
"17940","DEQ","DOW US Equity",11583,0,2016-06-08,NA
"17941","DEQ","EMR US Equity",12000,0,2016-06-08,NA
"17942","DEQ","GM US Equity",15000,0,2016-06-08,NA
"17943","DEQ","INTC US Equity",24000,0,2016-06-08,NA
"17944","DEQ","JNJ US Equity",7000,0,2016-06-08,NA
"17945","DEQ","KLAC US Equity",4000,0,2016-06-08,NA
"17946","DEQ","LRCX US Equity",5500,0,2016-06-08,NA
"17947","DEQ","LLY US Equity",4300,0,2016-06-08,NA
"17948","DEQ","MRK US Equity",13750,0,2016-06-08,NA
"17949","DEQ","MSFT US Equity",12450,0,2016-06-08,NA
"17950","DEQ","PCAR US Equity",10600,0,2016-06-08,NA
"17951","DEQ","PFE US Equity",15000,0,2016-06-08,NA
"17952","DEQ","QCOM US Equity",7650,0,2016-06-08,NA
"17953","DEQ","UTX US Equity",6000,0,2016-06-08,NA
"17954","DEQ","KORS US Equity",10000,0,2016-06-08,NA
"17955","DEQ",".TFCFEES FP Equity",-1,621525.87,2016-06-08,NA
"17956","DEQ","CAD Curncy",0,0,2016-06-08,NA
"17957","DEQ","CHF Curncy",525020.57,0,2016-06-08,NA
"17958","DEQ","DKK Curncy",0,0,2016-06-08,NA
"17959","DEQ","EUR Curncy",1595870.85,0,2016-06-08,NA
"17960","DEQ","GBP Curncy",-88694.28,0,2016-06-08,NA
"17961","DEQ","SEK Curncy",2185452.13,0,2016-06-08,NA
"17962","DEQ","USD Curncy",3260654.61,0,2016-06-08,NA
"17963","DEQ",".TAX_CHF LX Equity",-1,30056.25,2016-06-08,NA
"17964","DEQ",".TAX_EUR LX Equity",-1,21213.69,2016-06-08,NA
"17965","DEQ",".TAX_USD LX Equity",-1,135928.03,2016-06-08,NA
"17966","DEQ","SLB US Equity",7600,0,2016-06-09,NA
"17967","DEQ","POT CN Equity",15450,0,2016-06-09,NA
"17968","DEQ","NOVN SW Equity",5700,0,2016-06-09,NA
"17969","DEQ","ROG SW Equity",2600,0,2016-06-09,NA
"17970","DEQ","ADEN SW Equity",11950,0,2016-06-09,NA
"17971","DEQ","ABBN SW Equity",12600,0,2016-06-09,NA
"17972","DEQ","NESN SW Equity",8800,0,2016-06-09,NA
"17973","DEQ","SYNN SW Equity",2100,0,2016-06-09,NA
"17974","DEQ","BMW GY Equity",11100,0,2016-06-09,NA
"17975","DEQ","SIE GY Equity",5300,0,2016-06-09,NA
"17976","DEQ","VOW3 GY Equity",2000,0,2016-06-09,NA
"17977","DEQ","SX6PEX GY Equity",14800,0,2016-06-09,NA
"17978","DEQ","BAS GY Equity",6500,0,2016-06-09,NA
"17979","DEQ","BAYN GY Equity",8500,0,2016-06-09,NA
"17980","DEQ","ESM16 Index",25,0,2016-06-09,NA
"17981","DEQ","CS FP Equity",30400,0,2016-06-09,NA
"17982","DEQ","MC FP Equity",5200,0,2016-06-09,NA
"17983","DEQ","ML FP Equity",11200,0,2016-06-09,NA
"17984","DEQ","SU FP Equity",3000,0,2016-06-09,NA
"17985","DEQ","TEC FP Equity",5000,0,2016-06-09,NA
"17986","DEQ","SCR FP Equity",16500,0,2016-06-09,NA
"17987","DEQ","ADN LN Equity",150000,0,2016-06-09,NA
"17988","DEQ","BLT LN Equity",36054,0,2016-06-09,NA
"17989","DEQ","BA/ LN Equity",50000,0,2016-06-09,NA
"17990","DEQ","BT/A LN Equity",134000,0,2016-06-09,NA
"17991","DEQ","NXT LN Equity",4200,0,2016-06-09,NA
"17992","DEQ","SBRY LN Equity",155000,0,2016-06-09,NA
"17993","DEQ","RDSA NA Equity",7600,0,2016-06-09,NA
"17994","DEQ","ESV US Equity",9600,0,2016-06-09,NA
"17995","DEQ","IUKD LN Equity",40000,0,2016-06-09,NA
"17996","DEQ","STX US Equity",21100,0,2016-06-09,NA
"17997","DEQ","SPY5 LN Equity",8000,0,2016-06-09,NA
"17998","DEQ","ETN US Equity",10000,0,2016-06-09,NA
"17999","DEQ","XDWF GY Equity",39274.028,0,2016-06-09,NA
"18000","DEQ","XSMI SW Equity",11000,0,2016-06-09,NA
"18001","DEQ","XSDR GY Equity",5200,0,2016-06-09,NA
"18002","DEQ","XSX6 GY Equity",12000,0,2016-06-09,NA
"18003","DEQ","AIR FP Equity",16000,0,2016-06-09,NA
"18004","DEQ","LYB US Equity",7100,0,2016-06-09,NA
"18005","DEQ","ATCOA SS Equity",11100,0,2016-06-09,NA
"18006","DEQ","ABBV US Equity",12600,0,2016-06-09,NA
"18007","DEQ","AAPL US Equity",6402,0,2016-06-09,NA
"18008","DEQ","AMAT US Equity",30700,0,2016-06-09,NA
"18009","DEQ","BAX US Equity",12000,0,2016-06-09,NA
"18010","DEQ","BA US Equity",4550,0,2016-06-09,NA
"18011","DEQ","CA US Equity",15700,0,2016-06-09,NA
"18012","DEQ","CAT US Equity",3850,0,2016-06-09,NA
"18013","DEQ","CVX US Equity",3839,0,2016-06-09,NA
"18014","DEQ","CSCO US Equity",16000,0,2016-06-09,NA
"18015","DEQ","TPR US Equity",21600,0,2016-06-09,NA
"18016","DEQ","GLW US Equity",37500,0,2016-06-09,NA
"18017","DEQ","DE US Equity",4500,0,2016-06-09,NA
"18018","DEQ","DOW US Equity",11583,0,2016-06-09,NA
"18019","DEQ","EMR US Equity",12000,0,2016-06-09,NA
"18020","DEQ","GM US Equity",15000,0,2016-06-09,NA
"18021","DEQ","INTC US Equity",24000,0,2016-06-09,NA
"18022","DEQ","JNJ US Equity",7000,0,2016-06-09,NA
"18023","DEQ","KLAC US Equity",4000,0,2016-06-09,NA
"18024","DEQ","LRCX US Equity",5500,0,2016-06-09,NA
"18025","DEQ","LLY US Equity",4300,0,2016-06-09,NA
"18026","DEQ","MRK US Equity",13750,0,2016-06-09,NA
"18027","DEQ","MSFT US Equity",12450,0,2016-06-09,NA
"18028","DEQ","PCAR US Equity",10600,0,2016-06-09,NA
"18029","DEQ","PFE US Equity",15000,0,2016-06-09,NA
"18030","DEQ","QCOM US Equity",7650,0,2016-06-09,NA
"18031","DEQ","UTX US Equity",6000,0,2016-06-09,NA
"18032","DEQ","KORS US Equity",10000,0,2016-06-09,NA
"18033","DEQ",".TFCFEES FP Equity",-1,623121.09,2016-06-09,NA
"18034","DEQ","CAD Curncy",0,0,2016-06-09,NA
"18035","DEQ","CHF Curncy",525006.82,0,2016-06-09,NA
"18036","DEQ","DKK Curncy",0,0,2016-06-09,NA
"18037","DEQ","EUR Curncy",-181696.75,0,2016-06-09,NA
"18038","DEQ","GBP Curncy",-88703.53,0,2016-06-09,NA
"18039","DEQ","SEK Curncy",2185415.7,0,2016-06-09,NA
"18040","DEQ","USD Curncy",3256676.01,0,2016-06-09,NA
"18041","DEQ",".TAX_CHF LX Equity",-1,30056.25,2016-06-09,NA
"18042","DEQ",".TAX_EUR LX Equity",-1,21213.69,2016-06-09,NA
"18043","DEQ",".TAX_USD LX Equity",-1,136824.43,2016-06-09,NA
"18044","DEQ","SLB US Equity",7600,0,2016-06-10,NA
"18045","DEQ","POT CN Equity",15450,0,2016-06-10,NA
"18046","DEQ","NOVN SW Equity",5700,0,2016-06-10,NA
"18047","DEQ","ROG SW Equity",2600,0,2016-06-10,NA
"18048","DEQ","ADEN SW Equity",11950,0,2016-06-10,NA
"18049","DEQ","ABBN SW Equity",12600,0,2016-06-10,NA
"18050","DEQ","NESN SW Equity",8800,0,2016-06-10,NA
"18051","DEQ","SYNN SW Equity",2100,0,2016-06-10,NA
"18052","DEQ","BMW GY Equity",11100,0,2016-06-10,NA
"18053","DEQ","SIE GY Equity",5300,0,2016-06-10,NA
"18054","DEQ","VOW3 GY Equity",2000,0,2016-06-10,NA
"18055","DEQ","SX6PEX GY Equity",14800,0,2016-06-10,NA
"18056","DEQ","BAS GY Equity",6500,0,2016-06-10,NA
"18057","DEQ","BAYN GY Equity",8500,0,2016-06-10,NA
"18058","DEQ","ESM16 Index",25,0,2016-06-10,NA
"18059","DEQ","CS FP Equity",30400,0,2016-06-10,NA
"18060","DEQ","MC FP Equity",5200,0,2016-06-10,NA
"18061","DEQ","ML FP Equity",11200,0,2016-06-10,NA
"18062","DEQ","SU FP Equity",3000,0,2016-06-10,NA
"18063","DEQ","TEC FP Equity",5000,0,2016-06-10,NA
"18064","DEQ","SCR FP Equity",16500,0,2016-06-10,NA
"18065","DEQ","ADN LN Equity",150000,0,2016-06-10,NA
"18066","DEQ","BLT LN Equity",36054,0,2016-06-10,NA
"18067","DEQ","BA/ LN Equity",50000,0,2016-06-10,NA
"18068","DEQ","BT/A LN Equity",134000,0,2016-06-10,NA
"18069","DEQ","NXT LN Equity",4200,0,2016-06-10,NA
"18070","DEQ","SBRY LN Equity",155000,0,2016-06-10,NA
"18071","DEQ","RDSA NA Equity",7600,0,2016-06-10,NA
"18072","DEQ","ESV US Equity",9600,0,2016-06-10,NA
"18073","DEQ","IUKD LN Equity",40000,0,2016-06-10,NA
"18074","DEQ","STX US Equity",21100,0,2016-06-10,NA
"18075","DEQ","SPY5 LN Equity",8000,0,2016-06-10,NA
"18076","DEQ","ETN US Equity",10000,0,2016-06-10,NA
"18077","DEQ","XDWF GY Equity",39274.028,0,2016-06-10,NA
"18078","DEQ","XSMI SW Equity",11000,0,2016-06-10,NA
"18079","DEQ","XSDR GY Equity",5200,0,2016-06-10,NA
"18080","DEQ","XSX6 GY Equity",12000,0,2016-06-10,NA
"18081","DEQ","AIR FP Equity",16000,0,2016-06-10,NA
"18082","DEQ","LYB US Equity",7100,0,2016-06-10,NA
"18083","DEQ","ATCOA SS Equity",11100,0,2016-06-10,NA
"18084","DEQ","ABBV US Equity",12600,0,2016-06-10,NA
"18085","DEQ","AAPL US Equity",6402,0,2016-06-10,NA
"18086","DEQ","AMAT US Equity",30700,0,2016-06-10,NA
"18087","DEQ","BAX US Equity",12000,0,2016-06-10,NA
"18088","DEQ","BA US Equity",4550,0,2016-06-10,NA
"18089","DEQ","CA US Equity",15700,0,2016-06-10,NA
"18090","DEQ","CAT US Equity",3850,0,2016-06-10,NA
"18091","DEQ","CVX US Equity",3839,0,2016-06-10,NA
"18092","DEQ","CSCO US Equity",16000,0,2016-06-10,NA
"18093","DEQ","TPR US Equity",21600,0,2016-06-10,NA
"18094","DEQ","GLW US Equity",37500,0,2016-06-10,NA
"18095","DEQ","DE US Equity",4500,0,2016-06-10,NA
"18096","DEQ","DOW US Equity",11583,0,2016-06-10,NA
"18097","DEQ","EMR US Equity",12000,0,2016-06-10,NA
"18098","DEQ","GM US Equity",15000,0,2016-06-10,NA
"18099","DEQ","INTC US Equity",24000,0,2016-06-10,NA
"18100","DEQ","JNJ US Equity",7000,0,2016-06-10,NA
"18101","DEQ","KLAC US Equity",4000,0,2016-06-10,NA
"18102","DEQ","LRCX US Equity",5500,0,2016-06-10,NA
"18103","DEQ","LLY US Equity",4300,0,2016-06-10,NA
"18104","DEQ","MRK US Equity",13750,0,2016-06-10,NA
"18105","DEQ","MSFT US Equity",12450,0,2016-06-10,NA
"18106","DEQ","PCAR US Equity",10600,0,2016-06-10,NA
"18107","DEQ","PFE US Equity",15000,0,2016-06-10,NA
"18108","DEQ","QCOM US Equity",7650,0,2016-06-10,NA
"18109","DEQ","UTX US Equity",6000,0,2016-06-10,NA
"18110","DEQ","KORS US Equity",10000,0,2016-06-10,NA
"18111","DEQ",".TFCFEES FP Equity",-1,624825.79,2016-06-10,NA
"18112","DEQ","CAD Curncy",0,0,2016-06-10,NA
"18113","DEQ","CHF Curncy",524993.07,0,2016-06-10,NA
"18114","DEQ","DKK Curncy",0,0,2016-06-10,NA
"18115","DEQ","EUR Curncy",-181698.82,0,2016-06-10,NA
"18116","DEQ","GBP Curncy",-88712.77,0,2016-06-10,NA
"18117","DEQ","SEK Curncy",2185379.27,0,2016-06-10,NA
"18118","DEQ","USD Curncy",3236191.23,0,2016-06-10,NA
"18119","DEQ",".TAX_CHF LX Equity",-1,30056.25,2016-06-10,NA
"18120","DEQ",".TAX_EUR LX Equity",-1,21213.69,2016-06-10,NA
"18121","DEQ",".TAX_USD LX Equity",-1,138714.65,2016-06-10,NA
"18122","DEQ","SLB US Equity",7600,0,2016-06-13,NA
"18123","DEQ","POT CN Equity",15450,0,2016-06-13,NA
"18124","DEQ","NOVN SW Equity",5700,0,2016-06-13,NA
"18125","DEQ","ROG SW Equity",2600,0,2016-06-13,NA
"18126","DEQ","ADEN SW Equity",11950,0,2016-06-13,NA
"18127","DEQ","ABBN SW Equity",12600,0,2016-06-13,NA
"18128","DEQ","NESN SW Equity",8800,0,2016-06-13,NA
"18129","DEQ","SYNN SW Equity",2100,0,2016-06-13,NA
"18130","DEQ","BMW GY Equity",11100,0,2016-06-13,NA
"18131","DEQ","SIE GY Equity",5300,0,2016-06-13,NA
"18132","DEQ","VOW3 GY Equity",2000,0,2016-06-13,NA
"18133","DEQ","SX6PEX GY Equity",14800,0,2016-06-13,NA
"18134","DEQ","BAS GY Equity",6500,0,2016-06-13,NA
"18135","DEQ","BAYN GY Equity",8500,0,2016-06-13,NA
"18136","DEQ","ESU16 Index",25,0,2016-06-13,NA
"18137","DEQ","CS FP Equity",30400,0,2016-06-13,NA
"18138","DEQ","MC FP Equity",5200,0,2016-06-13,NA
"18139","DEQ","ML FP Equity",11200,0,2016-06-13,NA
"18140","DEQ","SU FP Equity",3000,0,2016-06-13,NA
"18141","DEQ","TEC FP Equity",5000,0,2016-06-13,NA
"18142","DEQ","SCR FP Equity",16500,0,2016-06-13,NA
"18143","DEQ","ADN LN Equity",150000,0,2016-06-13,NA
"18144","DEQ","BLT LN Equity",36054,0,2016-06-13,NA
"18145","DEQ","BA/ LN Equity",50000,0,2016-06-13,NA
"18146","DEQ","BT/A LN Equity",134000,0,2016-06-13,NA
"18147","DEQ","NXT LN Equity",4200,0,2016-06-13,NA
"18148","DEQ","SBRY LN Equity",155000,0,2016-06-13,NA
"18149","DEQ","RDSA NA Equity",7600,0,2016-06-13,NA
"18150","DEQ","ESV US Equity",9600,0,2016-06-13,NA
"18151","DEQ","IUKD LN Equity",40000,0,2016-06-13,NA
"18152","DEQ","STX US Equity",21100,0,2016-06-13,NA
"18153","DEQ","SPY5 LN Equity",8000,0,2016-06-13,NA
"18154","DEQ","ETN US Equity",10000,0,2016-06-13,NA
"18155","DEQ","XDWF GY Equity",39274.028,0,2016-06-13,NA
"18156","DEQ","XSMI SW Equity",11000,0,2016-06-13,NA
"18157","DEQ","XSDR GY Equity",5200,0,2016-06-13,NA
"18158","DEQ","XSX6 GY Equity",12000,0,2016-06-13,NA
"18159","DEQ","AIR FP Equity",16000,0,2016-06-13,NA
"18160","DEQ","LYB US Equity",7100,0,2016-06-13,NA
"18161","DEQ","ATCOA SS Equity",11100,0,2016-06-13,NA
"18162","DEQ","ABBV US Equity",12600,0,2016-06-13,NA
"18163","DEQ","AAPL US Equity",6402,0,2016-06-13,NA
"18164","DEQ","AMAT US Equity",30700,0,2016-06-13,NA
"18165","DEQ","BAX US Equity",12000,0,2016-06-13,NA
"18166","DEQ","BA US Equity",4550,0,2016-06-13,NA
"18167","DEQ","CA US Equity",15700,0,2016-06-13,NA
"18168","DEQ","CAT US Equity",3850,0,2016-06-13,NA
"18169","DEQ","CVX US Equity",3839,0,2016-06-13,NA
"18170","DEQ","CSCO US Equity",16000,0,2016-06-13,NA
"18171","DEQ","TPR US Equity",21600,0,2016-06-13,NA
"18172","DEQ","GLW US Equity",37500,0,2016-06-13,NA
"18173","DEQ","DE US Equity",4500,0,2016-06-13,NA
"18174","DEQ","DOW US Equity",11583,0,2016-06-13,NA
"18175","DEQ","EMR US Equity",12000,0,2016-06-13,NA
"18176","DEQ","GM US Equity",15000,0,2016-06-13,NA
"18177","DEQ","INTC US Equity",24000,0,2016-06-13,NA
"18178","DEQ","JNJ US Equity",7000,0,2016-06-13,NA
"18179","DEQ","KLAC US Equity",4000,0,2016-06-13,NA
"18180","DEQ","LRCX US Equity",5500,0,2016-06-13,NA
"18181","DEQ","LLY US Equity",4300,0,2016-06-13,NA
"18182","DEQ","MRK US Equity",13750,0,2016-06-13,NA
"18183","DEQ","MSFT US Equity",12450,0,2016-06-13,NA
"18184","DEQ","PCAR US Equity",10600,0,2016-06-13,NA
"18185","DEQ","PFE US Equity",15000,0,2016-06-13,NA
"18186","DEQ","QCOM US Equity",7650,0,2016-06-13,NA
"18187","DEQ","UTX US Equity",6000,0,2016-06-13,NA
"18188","DEQ","KORS US Equity",10000,0,2016-06-13,NA
"18189","DEQ",".TFCFEES FP Equity",-1,630177.06,2016-06-13,NA
"18190","DEQ","CAD Curncy",0,0,2016-06-13,NA
"18191","DEQ","CHF Curncy",524951.81,0,2016-06-13,NA
"18192","DEQ","DKK Curncy",0,0,2016-06-13,NA
"18193","DEQ","EUR Curncy",-181698.82,0,2016-06-13,NA
"18194","DEQ","GBP Curncy",-88740.49,0,2016-06-13,NA
"18195","DEQ","SEK Curncy",2185269.98,0,2016-06-13,NA
"18196","DEQ","USD Curncy",3218525.23,0,2016-06-13,NA
"18197","DEQ",".TAX_CHF LX Equity",-1,30056.25,2016-06-13,NA
"18198","DEQ",".TAX_EUR LX Equity",-1,21213.69,2016-06-13,NA
"18199","DEQ",".TAX_USD LX Equity",-1,138714.65,2016-06-13,NA
"18200","DEQ","SLB US Equity",7600,0,2016-06-14,NA
"18201","DEQ","POT CN Equity",15450,0,2016-06-14,NA
"18202","DEQ","NOVN SW Equity",5700,0,2016-06-14,NA
"18203","DEQ","ROG SW Equity",2600,0,2016-06-14,NA
"18204","DEQ","ADEN SW Equity",11950,0,2016-06-14,NA
"18205","DEQ","ABBN SW Equity",12600,0,2016-06-14,NA
"18206","DEQ","NESN SW Equity",8800,0,2016-06-14,NA
"18207","DEQ","SYNN SW Equity",2100,0,2016-06-14,NA
"18208","DEQ","BMW GY Equity",11100,0,2016-06-14,NA
"18209","DEQ","SIE GY Equity",5300,0,2016-06-14,NA
"18210","DEQ","VOW3 GY Equity",2000,0,2016-06-14,NA
"18211","DEQ","SX6PEX GY Equity",14800,0,2016-06-14,NA
"18212","DEQ","BAS GY Equity",6500,0,2016-06-14,NA
"18213","DEQ","BAYN GY Equity",8500,0,2016-06-14,NA
"18214","DEQ","ESU16 Index",25,0,2016-06-14,NA
"18215","DEQ","CS FP Equity",30400,0,2016-06-14,NA
"18216","DEQ","MC FP Equity",5200,0,2016-06-14,NA
"18217","DEQ","ML FP Equity",11200,0,2016-06-14,NA
"18218","DEQ","SU FP Equity",3000,0,2016-06-14,NA
"18219","DEQ","TEC FP Equity",5000,0,2016-06-14,NA
"18220","DEQ","SCR FP Equity",16500,0,2016-06-14,NA
"18221","DEQ","ADN LN Equity",150000,0,2016-06-14,NA
"18222","DEQ","BLT LN Equity",36054,0,2016-06-14,NA
"18223","DEQ","BA/ LN Equity",50000,0,2016-06-14,NA
"18224","DEQ","BT/A LN Equity",134000,0,2016-06-14,NA
"18225","DEQ","NXT LN Equity",4200,0,2016-06-14,NA
"18226","DEQ","SBRY LN Equity",155000,0,2016-06-14,NA
"18227","DEQ","RDSA NA Equity",7600,0,2016-06-14,NA
"18228","DEQ","ESV US Equity",9600,0,2016-06-14,NA
"18229","DEQ","IUKD LN Equity",40000,0,2016-06-14,NA
"18230","DEQ","STX US Equity",21100,0,2016-06-14,NA
"18231","DEQ","SPY5 LN Equity",8000,0,2016-06-14,NA
"18232","DEQ","ETN US Equity",10000,0,2016-06-14,NA
"18233","DEQ","XDWF GY Equity",39274.028,0,2016-06-14,NA
"18234","DEQ","XSMI SW Equity",11000,0,2016-06-14,NA
"18235","DEQ","XSDR GY Equity",5200,0,2016-06-14,NA
"18236","DEQ","XSX6 GY Equity",12000,0,2016-06-14,NA
"18237","DEQ","AIR FP Equity",16000,0,2016-06-14,NA
"18238","DEQ","LYB US Equity",7100,0,2016-06-14,NA
"18239","DEQ","ATCOA SS Equity",11100,0,2016-06-14,NA
"18240","DEQ","ABBV US Equity",12600,0,2016-06-14,NA
"18241","DEQ","AAPL US Equity",6402,0,2016-06-14,NA
"18242","DEQ","AMAT US Equity",30700,0,2016-06-14,NA
"18243","DEQ","BAX US Equity",12000,0,2016-06-14,NA
"18244","DEQ","BA US Equity",4550,0,2016-06-14,NA
"18245","DEQ","CA US Equity",15700,0,2016-06-14,NA
"18246","DEQ","CAT US Equity",3850,0,2016-06-14,NA
"18247","DEQ","CVX US Equity",3839,0,2016-06-14,NA
"18248","DEQ","CSCO US Equity",16000,0,2016-06-14,NA
"18249","DEQ","TPR US Equity",21600,0,2016-06-14,NA
"18250","DEQ","GLW US Equity",37500,0,2016-06-14,NA
"18251","DEQ","DE US Equity",4500,0,2016-06-14,NA
"18252","DEQ","DOW US Equity",11583,0,2016-06-14,NA
"18253","DEQ","EMR US Equity",12000,0,2016-06-14,NA
"18254","DEQ","GM US Equity",15000,0,2016-06-14,NA
"18255","DEQ","INTC US Equity",24000,0,2016-06-14,NA
"18256","DEQ","JNJ US Equity",7000,0,2016-06-14,NA
"18257","DEQ","KLAC US Equity",4000,0,2016-06-14,NA
"18258","DEQ","LRCX US Equity",5500,0,2016-06-14,NA
"18259","DEQ","LLY US Equity",4300,0,2016-06-14,NA
"18260","DEQ","MRK US Equity",13750,0,2016-06-14,NA
"18261","DEQ","MSFT US Equity",12450,0,2016-06-14,NA
"18262","DEQ","PCAR US Equity",10600,0,2016-06-14,NA
"18263","DEQ","PFE US Equity",15000,0,2016-06-14,NA
"18264","DEQ","QCOM US Equity",7650,0,2016-06-14,NA
"18265","DEQ","UTX US Equity",6000,0,2016-06-14,NA
"18266","DEQ","KORS US Equity",10000,0,2016-06-14,NA
"18267","DEQ",".TFCFEES FP Equity",-1,631956.49,2016-06-14,NA
"18268","DEQ","CAD Curncy",0,0,2016-06-14,NA
"18269","DEQ","CHF Curncy",524938.06,0,2016-06-14,NA
"18270","DEQ","DKK Curncy",0,0,2016-06-14,NA
"18271","DEQ","EUR Curncy",-181659.92,0,2016-06-14,NA
"18272","DEQ","GBP Curncy",-88749.74,0,2016-06-14,NA
"18273","DEQ","SEK Curncy",2185233.55,0,2016-06-14,NA
"18274","DEQ","USD Curncy",3214986.78,0,2016-06-14,NA
"18275","DEQ",".TAX_CHF LX Equity",-1,30056.25,2016-06-14,NA
"18276","DEQ",".TAX_EUR LX Equity",-1,21213.69,2016-06-14,NA
"18277","DEQ",".TAX_USD LX Equity",-1,139915.7,2016-06-14,NA
"18278","DEQ","SLB US Equity",7600,0,2016-06-15,NA
"18279","DEQ","POT CN Equity",15450,0,2016-06-15,NA
"18280","DEQ","NOVN SW Equity",5700,0,2016-06-15,NA
"18281","DEQ","ROG SW Equity",2600,0,2016-06-15,NA
"18282","DEQ","ADEN SW Equity",11950,0,2016-06-15,NA
"18283","DEQ","ABBN SW Equity",12600,0,2016-06-15,NA
"18284","DEQ","NESN SW Equity",8800,0,2016-06-15,NA
"18285","DEQ","SYNN SW Equity",2100,0,2016-06-15,NA
"18286","DEQ","BMW GY Equity",11100,0,2016-06-15,NA
"18287","DEQ","SIE GY Equity",5300,0,2016-06-15,NA
"18288","DEQ","VOW3 GY Equity",2000,0,2016-06-15,NA
"18289","DEQ","SX6PEX GY Equity",14800,0,2016-06-15,NA
"18290","DEQ","BAS GY Equity",6500,0,2016-06-15,NA
"18291","DEQ","BAYN GY Equity",8500,0,2016-06-15,NA
"18292","DEQ","ESU16 Index",25,0,2016-06-15,NA
"18293","DEQ","CS FP Equity",30400,0,2016-06-15,NA
"18294","DEQ","MC FP Equity",5200,0,2016-06-15,NA
"18295","DEQ","ML FP Equity",11200,0,2016-06-15,NA
"18296","DEQ","SU FP Equity",3000,0,2016-06-15,NA
"18297","DEQ","TEC FP Equity",5000,0,2016-06-15,NA
"18298","DEQ","SCR FP Equity",16500,0,2016-06-15,NA
"18299","DEQ","ADN LN Equity",150000,0,2016-06-15,NA
"18300","DEQ","BLT LN Equity",36054,0,2016-06-15,NA
"18301","DEQ","BA/ LN Equity",50000,0,2016-06-15,NA
"18302","DEQ","BT/A LN Equity",134000,0,2016-06-15,NA
"18303","DEQ","NXT LN Equity",4200,0,2016-06-15,NA
"18304","DEQ","SBRY LN Equity",155000,0,2016-06-15,NA
"18305","DEQ","RDSA NA Equity",7600,0,2016-06-15,NA
"18306","DEQ","ESV US Equity",9600,0,2016-06-15,NA
"18307","DEQ","IUKD LN Equity",40000,0,2016-06-15,NA
"18308","DEQ","STX US Equity",21100,0,2016-06-15,NA
"18309","DEQ","SPY5 LN Equity",8000,0,2016-06-15,NA
"18310","DEQ","ETN US Equity",10000,0,2016-06-15,NA
"18311","DEQ","XDWF GY Equity",39274.028,0,2016-06-15,NA
"18312","DEQ","XSMI SW Equity",11000,0,2016-06-15,NA
"18313","DEQ","XSDR GY Equity",5200,0,2016-06-15,NA
"18314","DEQ","XSX6 GY Equity",12000,0,2016-06-15,NA
"18315","DEQ","AIR FP Equity",16000,0,2016-06-15,NA
"18316","DEQ","LYB US Equity",7100,0,2016-06-15,NA
"18317","DEQ","ATCOA SS Equity",11100,0,2016-06-15,NA
"18318","DEQ","ABBV US Equity",12600,0,2016-06-15,NA
"18319","DEQ","AAPL US Equity",6402,0,2016-06-15,NA
"18320","DEQ","AMAT US Equity",30700,0,2016-06-15,NA
"18321","DEQ","BAX US Equity",12000,0,2016-06-15,NA
"18322","DEQ","BA US Equity",4550,0,2016-06-15,NA
"18323","DEQ","CA US Equity",15700,0,2016-06-15,NA
"18324","DEQ","CAT US Equity",3850,0,2016-06-15,NA
"18325","DEQ","CVX US Equity",3839,0,2016-06-15,NA
"18326","DEQ","CSCO US Equity",16000,0,2016-06-15,NA
"18327","DEQ","TPR US Equity",21600,0,2016-06-15,NA
"18328","DEQ","GLW US Equity",37500,0,2016-06-15,NA
"18329","DEQ","DE US Equity",4500,0,2016-06-15,NA
"18330","DEQ","DOW US Equity",11583,0,2016-06-15,NA
"18331","DEQ","EMR US Equity",12000,0,2016-06-15,NA
"18332","DEQ","GM US Equity",15000,0,2016-06-15,NA
"18333","DEQ","INTC US Equity",24000,0,2016-06-15,NA
"18334","DEQ","JNJ US Equity",7000,0,2016-06-15,NA
"18335","DEQ","KLAC US Equity",4000,0,2016-06-15,NA
"18336","DEQ","LRCX US Equity",5500,0,2016-06-15,NA
"18337","DEQ","LLY US Equity",4300,0,2016-06-15,NA
"18338","DEQ","MRK US Equity",13750,0,2016-06-15,NA
"18339","DEQ","MSFT US Equity",12450,0,2016-06-15,NA
"18340","DEQ","PCAR US Equity",10600,0,2016-06-15,NA
"18341","DEQ","PFE US Equity",15000,0,2016-06-15,NA
"18342","DEQ","QCOM US Equity",7650,0,2016-06-15,NA
"18343","DEQ","UTX US Equity",6000,0,2016-06-15,NA
"18344","DEQ","KORS US Equity",10000,0,2016-06-15,NA
"18345","DEQ",".TFCFEES FP Equity",-1,633668.42,2016-06-15,NA
"18346","DEQ","CAD Curncy",0,0,2016-06-15,NA
"18347","DEQ","CHF Curncy",524924.31,0,2016-06-15,NA
"18348","DEQ","DKK Curncy",0,0,2016-06-15,NA
"18349","DEQ","EUR Curncy",-181725.02,0,2016-06-15,NA
"18350","DEQ","GBP Curncy",-88758.98,0,2016-06-15,NA
"18351","DEQ","SEK Curncy",2185197.12,0,2016-06-15,NA
"18352","DEQ","USD Curncy",3211861.78,0,2016-06-15,NA
"18353","DEQ",".TAX_CHF LX Equity",-1,30056.25,2016-06-15,NA
