"","Portfolio Name","Security Ticker","Price","Date","Shares"
"168","DHARMA_TFC",".TFCFEES Equity",390274.5,2016-02-18,-1
"169","DHARMA_TFC",".TFCFEES Equity",391660.72,2016-02-19,-1
"170","DHARMA_TFC",".TFCFEES Equity",395868.37,2016-02-22,-1
"171","DHARMA_TFC",".TFCFEES Equity",397548.76,2016-02-23,-1
"172","DHARMA_TFC",".TFCFEES Equity",399062.8,2016-02-24,-1
"173","DHARMA_TFC",".TFCFEES Equity",400731.49,2016-02-25,-1
"174","DHARMA_TFC",".TFCFEES Equity",402361.68,2016-02-26,-1
"175","DHARMA_TFC",".TFCFEES Equity",407011.77,2016-02-29,-1
"176","DHARMA_TFC",".TFCFEES Equity",408677.73,2016-03-01,-1
"177","DHARMA_TFC",".TFCFEES Equity",410326.9,2016-03-02,-1
"178","DHARMA_TFC",".TFCFEES Equity",413044.99,2016-03-03,-1
"179","DHARMA_TFC",".TFCFEES Equity",415348.46,2016-03-04,-1
"180","DHARMA_TFC",".TFCFEES Equity",420531.48,2016-03-07,-1
"181","DHARMA_TFC",".TFCFEES Equity",422245.53,2016-03-08,-1
"182","DHARMA_TFC",".TFCFEES Equity",424013.42,2016-03-09,-1
"183","DHARMA_TFC",".TFCFEES Equity",425700.22,2016-03-10,-1
"184","DHARMA_TFC",".TFCFEES Equity",427523.7,2016-03-11,-1
"185","DHARMA_TFC",".TFCFEES Equity",432756.32,2016-03-14,-1
"186","DHARMA_TFC",".TFCFEES Equity",434433.54,2016-03-15,-1
"187","DHARMA_TFC",".TFCFEES Equity",436198.93,2016-03-16,-1
"188","DHARMA_TFC",".TFCFEES Equity",437953.53,2016-03-17,-1
"189","DHARMA_TFC",".TFCFEES Equity",440626.37,2016-03-18,-1
"190","DHARMA_TFC",".TFCFEES Equity",445940.62,2016-03-21,-1
"191","DHARMA_TFC",".TFCFEES Equity",447727.49,2016-03-22,-1
"192","DHARMA_TFC",".TFCFEES Equity",449495.99,2016-03-23,-1
"193","DHARMA_TFC",".TFCFEES Equity",451210.05,2016-03-24,-1
"194","DHARMA_TFC",".TFCFEES Equity",459963.12,2016-03-29,-1
"195","DHARMA_TFC",".TFCFEES Equity",461748.67,2016-03-30,-1
"196","DHARMA_TFC",".TFCFEES Equity",463360.18,2016-03-31,-1
"197","DHARMA_TFC",".TFCFEES Equity",465109.41,2016-04-01,-1
"198","DHARMA_TFC",".TFCFEES Equity",470360.96,2016-04-04,-1
"199","DHARMA_TFC",".TFCFEES Equity",472067.72,2016-04-05,-1
"200","DHARMA_TFC",".TFCFEES Equity",473810.34,2016-04-06,-1
"201","DHARMA_TFC",".TFCFEES Equity",475531.41,2016-04-07,-1
"202","DHARMA_TFC",".TFCFEES Equity",477270.33,2016-04-08,-1
"203","DHARMA_TFC",".TFCFEES Equity",482517.24,2016-04-11,-1
"204","DHARMA_TFC",".TFCFEES Equity",484288.66,2016-04-12,-1
"205","DHARMA_TFC",".TFCFEES Equity",486116.74,2016-04-13,-1
"206","DHARMA_TFC",".TFCFEES Equity",487925.75,2016-04-14,-1
"207","DHARMA_TFC",".TFCFEES Equity",489718.47,2016-04-15,-1
"208","DHARMA_TFC",".TFCFEES Equity",495045.37,2016-04-18,-1
"209","DHARMA_TFC",".TFCFEES Equity",496883.9,2016-04-19,-1
"210","DHARMA_TFC",".TFCFEES Equity",499564.5,2016-04-20,-1
"211","DHARMA_TFC",".TFCFEES Equity",503400.54,2016-04-21,-1
"212","DHARMA_TFC",".TFCFEES Equity",505238.46,2016-04-22,-1
"213","DHARMA_TFC",".TFCFEES Equity",510605.43,2016-04-25,-1
"214","DHARMA_TFC",".TFCFEES Equity",512428.15,2016-04-26,-1
"215","DHARMA_TFC",".TFCFEES Equity",514258.6,2016-04-27,-1
"216","DHARMA_TFC",".TFCFEES Equity",516064.76,2016-04-28,-1
"217","DHARMA_TFC",".TFCFEES Equity",517790.1,2016-04-29,-1
"218","DHARMA_TFC",".TFCFEES Equity",523090.94,2016-05-02,-1
"219","DHARMA_TFC",".TFCFEES Equity",524801.28,2016-05-03,-1
"220","DHARMA_TFC",".TFCFEES Equity",526502.11,2016-05-04,-1
"221","DHARMA_TFC",".TFCFEES Equity",529975.52,2016-05-06,-1
"222","DHARMA_TFC",".TFCFEES Equity",535196.16,2016-05-09,-1
"223","DHARMA_TFC",".TFCFEES Equity",536980.71,2016-05-10,-1
"224","DHARMA_TFC",".TFCFEES Equity",538712.8,2016-05-11,-1
"225","DHARMA_TFC",".TFCFEES Equity",540447.8,2016-05-12,-1
"226","DHARMA_TFC",".TFCFEES Equity",542221.36,2016-05-13,-1
"227","DHARMA_TFC",".TFCFEES Equity",549214.04,2016-05-17,-1
"228","DHARMA_TFC",".TFCFEES Equity",550761.43,2016-05-18,-1
"229","DHARMA_TFC",".TFCFEES Equity",554916.89,2016-05-19,-1
"230","DHARMA_TFC",".TFCFEES Equity",556724.28,2016-05-20,-1
"231","DHARMA_TFC",".TFCFEES Equity",561982.75,2016-05-23,-1
"232","DHARMA_TFC",".TFCFEES Equity",563862.44,2016-05-24,-1
"233","DHARMA_TFC",".TFCFEES Equity",566493.48,2016-05-25,-1
"234","DHARMA_TFC",".TFCFEES Equity",568333.91,2016-05-26,-1
"235","DHARMA_TFC",".TFCFEES Equity",570210.05,2016-05-27,-1
"236","DHARMA_TFC",".TFCFEES Equity",575605.56,2016-05-30,-1
"237","DHARMA_TFC",".TFCFEES Equity",577371.2,2016-05-31,-1
"238","DHARMA_TFC",".TFCFEES Equity",579430.44,2016-06-01,-1
"239","DHARMA_TFC",".TFCFEES Equity",581438.56,2016-06-02,-1
"240","DHARMA_TFC",".TFCFEES Equity",583262.38,2016-06-03,-1
"241","DHARMA_TFC",".TFCFEES Equity",588892.23,2016-06-06,-1
"242","DHARMA_TFC",".TFCFEES Equity",590807.73,2016-06-07,-1
"243","DHARMA_TFC",".TFCFEES Equity",592685.51,2016-06-08,-1
"244","DHARMA_TFC",".TFCFEES Equity",594280.73,2016-06-09,-1
"245","DHARMA_TFC",".TFCFEES Equity",595985.43,2016-06-10,-1
"246","DHARMA_TFC",".TFCFEES Equity",601336.7,2016-06-13,-1
"247","DHARMA_TFC",".TFCFEES Equity",603116.13,2016-06-14,-1
"248","DHARMA_TFC",".TFCFEES Equity",604828.06,2016-06-15,-1
"249","DHARMA_TFC",".TFCFEES Equity",606564.01,2016-06-16,-1
"250","DHARMA_TFC",".TFCFEES Equity",608293.01,2016-06-17,-1
"251","DHARMA_TFC",".TFCFEES Equity",613732.92,2016-06-20,-1
"252","DHARMA_TFC",".TFCFEES Equity",616516.57,2016-06-21,-1
"253","DHARMA_TFC",".TFCFEES Equity",618305.6,2016-06-22,-1
"254","DHARMA_TFC",".TFCFEES Equity",623436.36,2016-06-24,-1
"255","DHARMA_TFC",".TFCFEES Equity",628583.24,2016-06-27,-1
"256","DHARMA_TFC",".TFCFEES Equity",632996.21,2016-06-28,-1
"257","DHARMA_TFC",".TFCFEES Equity",634792.08,2016-06-29,-1
"258","DHARMA_TFC",".TFCFEES Equity",636589.67,2016-06-30,-1
"259","DHARMA_TFC",".TFCFEES Equity",638351.84,2016-07-01,-1
"260","DHARMA_TFC",".TFCFEES Equity",643628.44,2016-07-04,-1
"261","DHARMA_TFC",".TFCFEES Equity",645336.74,2016-07-05,-1
"262","DHARMA_TFC",".TFCFEES Equity",647049.35,2016-07-06,-1
"263","DHARMA_TFC",".TFCFEES Equity",648782.39,2016-07-07,-1
"264","DHARMA_TFC",".TFCFEES Equity",650574.79,2016-07-08,-1
"265","DHARMA_TFC",".TFCFEES Equity",655889.62,2016-07-11,-1
"266","DHARMA_TFC",".TFCFEES Equity",657744.64,2016-07-12,-1
"267","DHARMA_TFC",".TFCFEES Equity",659580.96,2016-07-13,-1
"268","DHARMA_TFC",".TFCFEES Equity",663209.81,2016-07-15,-1
"269","DHARMA_TFC",".TFCFEES Equity",668631.61,2016-07-18,-1
"270","DHARMA_TFC",".TFCFEES Equity",670485.48,2016-07-19,-1
"271","DHARMA_TFC",".TFCFEES Equity",672367.48,2016-07-20,-1
"272","DHARMA_TFC",".TFCFEES Equity",674230.34,2016-07-21,-1
"273","DHARMA_TFC",".TFCFEES Equity",676077.4,2016-07-22,-1
"274","DHARMA_TFC",".TFCFEES Equity",681528.98,2016-07-25,-1
"275","DHARMA_TFC",".TFCFEES Equity",683402.81,2016-07-26,-1
"276","DHARMA_TFC",".TFCFEES Equity",685288.73,2016-07-27,-1
"277","DHARMA_TFC",".TFCFEES Equity",687126.68,2016-07-28,-1
"278","DHARMA_TFC",".TFCFEES Equity",690070.45,2016-07-29,-1
"279","DHARMA_TFC",".TFCFEES Equity",695405.14,2016-08-01,-1
"280","DHARMA_TFC",".TFCFEES Equity",697185.83,2016-08-02,-1
"281","DHARMA_TFC",".TFCFEES Equity",699002.54,2016-08-03,-1
"282","DHARMA_TFC",".TFCFEES Equity",700828.85,2016-08-04,-1
"283","DHARMA_TFC",".TFCFEES Equity",702701.47,2016-08-05,-1
"284","DHARMA_TFC",".TFCFEES Equity",708310.01,2016-08-08,-1
"285","DHARMA_TFC",".TFCFEES Equity",710173.59,2016-08-09,-1
"286","DHARMA_TFC",".TFCFEES Equity",712236.54,2016-08-10,-1
"287","DHARMA_TFC",".TFCFEES Equity",714105.64,2016-08-11,-1
"288","DHARMA_TFC",".TFCFEES Equity",715952.14,2016-08-12,-1
"289","DHARMA_TFC",".TFCFEES Equity",723298.26,2016-08-16,-1
"290","DHARMA_TFC",".TFCFEES Equity",725172.28,2016-08-17,-1
"291","DHARMA_TFC",".TFCFEES Equity",728276.08,2016-08-18,-1
"292","DHARMA_TFC",".TFCFEES Equity",730140.63,2016-08-19,-1
"293","DHARMA_TFC",".TFCFEES Equity",735721.97,2016-08-22,-1
"294","DHARMA_TFC",".TFCFEES Equity",737616.82,2016-08-23,-1
"295","DHARMA_TFC",".TFCFEES Equity",739506.88,2016-08-24,-1
"296","DHARMA_TFC",".TFCFEES Equity",741361.9,2016-08-25,-1
"297","DHARMA_TFC",".TFCFEES Equity",743246.38,2016-08-26,-1
"298","DHARMA_TFC",".TFCFEES Equity",748859.86,2016-08-29,-1
"299","DHARMA_TFC",".TFCFEES Equity",750751.81,2016-08-30,-1
"300","DHARMA_TFC",".TFCFEES Equity",752515.89,2016-08-31,-1
"301","DHARMA_TFC",".TFCFEES Equity",754382.76,2016-09-01,-1
"302","DHARMA_TFC",".TFCFEES Equity",756308.45,2016-09-02,-1
"303","DHARMA_TFC",".TFCFEES Equity",761977.27,2016-09-05,-1
"304","DHARMA_TFC",".TFCFEES Equity",763854.78,2016-09-06,-1
"305","DHARMA_TFC",".TFCFEES Equity",765762.37,2016-09-07,-1
"306","DHARMA_TFC",".TFCFEES Equity",767638.47,2016-09-08,-1
"307","DHARMA_TFC",".TFCFEES Equity",769454.04,2016-09-09,-1
"308","DHARMA_TFC",".TFCFEES Equity",775142.17,2016-09-12,-1
"309","DHARMA_TFC",".TFCFEES Equity",776918.05,2016-09-13,-1
"310","DHARMA_TFC",".TFCFEES Equity",778734.05,2016-09-14,-1
"311","DHARMA_TFC",".TFCFEES Equity",780607.22,2016-09-15,-1
"312","DHARMA_TFC",".TFCFEES Equity",782439.09,2016-09-16,-1
"313","DHARMA_TFC",".TFCFEES Equity",788022.69,2016-09-19,-1
"314","DHARMA_TFC",".TFCFEES Equity",789861.74,2016-09-20,-1
"315","DHARMA_TFC",".TFCFEES Equity",791733.2,2016-09-21,-1
"316","DHARMA_TFC",".TFCFEES Equity",793620.02,2016-09-22,-1
"317","DHARMA_TFC",".TFCFEES Equity",796219.42,2016-09-23,-1
"318","DHARMA_TFC",".TFCFEES Equity",801706.6,2016-09-26,-1
"319","DHARMA_TFC",".TFCFEES Equity",803570.03,2016-09-27,-1
"320","DHARMA_TFC",".TFCFEES Equity",805455.3,2016-09-28,-1
"321","DHARMA_TFC",".TFCFEES Equity",807332.1,2016-09-29,-1
"322","DHARMA_TFC",".TFCFEES Equity",809215.2,2016-09-30,-1
"323","DHARMA_TFC",".TFCFEES Equity",814750.68,2016-10-03,-1
"324","DHARMA_TFC",".TFCFEES Equity",814842.24,2016-10-04,-1
"325","DHARMA_TFC",".TFCFEES Equity",816684.86,2016-10-05,-1
"326","DHARMA_TFC",".TFCFEES Equity",819110.76,2016-10-06,-1
"327","DHARMA_TFC",".TFCFEES Equity",820941.61,2016-10-07,-1
"328","DHARMA_TFC",".TFCFEES Equity",826482.94,2016-10-10,-1
"329","DHARMA_TFC",".TFCFEES Equity",828313.53,2016-10-11,-1
"330","DHARMA_TFC",".TFCFEES Equity",830147.74,2016-10-12,-1
"331","DHARMA_TFC",".TFCFEES Equity",831959.22,2016-10-13,-1
"332","DHARMA_TFC",".TFCFEES Equity",833797.44,2016-10-14,-1
"333","DHARMA_TFC",".TFCFEES Equity",839297.41,2016-10-17,-1
"334","DHARMA_TFC",".TFCFEES Equity",841154.8,2016-10-18,-1
"335","DHARMA_TFC",".TFCFEES Equity",843003.31,2016-10-19,-1
"336","DHARMA_TFC",".TFCFEES Equity",844782.44,2016-10-20,-1
"337","DHARMA_TFC",".TFCFEES Equity",847284.42,2016-10-21,-1
"338","DHARMA_TFC",".TFCFEES Equity",852847.85,2016-10-24,-1
"339","DHARMA_TFC",".TFCFEES Equity",854705.86,2016-10-25,-1
"340","DHARMA_TFC",".TFCFEES Equity",856576.61,2016-10-26,-1
"341","DHARMA_TFC",".TFCFEES Equity",858431.93,2016-10-27,-1
"342","DHARMA_TFC",".TFCFEES Equity",860282.52,2016-10-28,-1
"343","DHARMA_TFC",".TFCFEES Equity",865758.43,2016-10-31,-1
"344","DHARMA_TFC",".TFCFEES Equity",869409.43,2016-11-02,-1
"345","DHARMA_TFC",".TFCFEES Equity",871243.68,2016-11-03,-1
"346","DHARMA_TFC",".TFCFEES Equity",873063,2016-11-04,-1
"347","DHARMA_TFC",".TFCFEES Equity",878665.92,2016-11-07,-1
"348","DHARMA_TFC",".TFCFEES Equity",880562.95,2016-11-08,-1
"349","DHARMA_TFC",".TFCFEES Equity",883378.7,2016-11-09,-1
"350","DHARMA_TFC",".TFCFEES Equity",885356.25,2016-11-10,-1
"351","DHARMA_TFC",".TFCFEES Equity",892961.5,2016-11-14,-1
"352","DHARMA_TFC",".TFCFEES Equity",894962.17,2016-11-15,-1
"353","DHARMA_TFC",".TFCFEES Equity",896936.47,2016-11-16,-1
"354","DHARMA_TFC",".TFCFEES Equity",898925.01,2016-11-17,-1
"355","DHARMA_TFC",".TFCFEES Equity",900909.69,2016-11-18,-1
"356","DHARMA_TFC",".TFCFEES Equity",906721.2,2016-11-21,-1
