"","Portfolio Name","Security ID","Type","Quantity","Price","Date"
"1","DHARMA_TFC","CFM15 Index","",-300,"",2015-06-17
"2","DHARMA_TFC","SOLB BB Equity","",1850,"",2015-06-17
"3","DHARMA_TFC","POT CN Equity","",15450,"",2015-06-17
"4","DHARMA_TFC","SYNN VX Equity","",1400,"",2015-06-17
"5","DHARMA_TFC","ABBN VX Equity","",21300,"",2015-06-17
"6","DHARMA_TFC","NESN VX Equity","",8800,"",2015-06-17
"7","DHARMA_TFC","BMW GR Equity","",7400,"",2015-06-17
"8","DHARMA_TFC","SIE GR Equity","",6100,"",2015-06-17
"9","DHARMA_TFC","VOW3 GR Equity","",2000,"",2015-06-17
"10","DHARMA_TFC","SX6PEX GR Equity","",14800,"",2015-06-17
"11","DHARMA_TFC","BAS GR Equity","",10900,"",2015-06-17
"12","DHARMA_TFC","CS FP Equity","",20400,"",2015-06-17
"13","DHARMA_TFC","MC FP Equity","",2425,"",2015-06-17
"14","DHARMA_TFC","ML FP Equity","",9300,"",2015-06-17
"15","DHARMA_TFC","CO FP Equity","",3400,"",2015-06-17
"16","DHARMA_TFC","SCR FP Equity","",22000,"",2015-06-17
"17","DHARMA_TFC","ADN LN Equity","",150000,"",2015-06-17
"18","DHARMA_TFC","BLT LN Equity","",46054,"",2015-06-17
"19","DHARMA_TFC","SKY LN Equity","",14550,"",2015-06-17
"20","DHARMA_TFC","BA/ LN Equity","",64000,"",2015-06-17
"21","DHARMA_TFC","MRW LN Equity","",1e+05,"",2015-06-17
"22","DHARMA_TFC","BP/ LN Equity","",87832,"",2015-06-17
"23","DHARMA_TFC","KGF LN Equity","",55000,"",2015-06-17
"24","DHARMA_TFC","SBRY LN Equity","",105000,"",2015-06-17
"25","DHARMA_TFC","SMIN LN Equity","",10000,"",2015-06-17
"26","DHARMA_TFC","RB/ LN Equity","",4530,"",2015-06-17
"27","DHARMA_TFC","ESV US Equity","",8000,"",2015-06-17
"28","DHARMA_TFC","STX US Equity","",21100,"",2015-06-17
"29","DHARMA_TFC","XSMI SW Equity","",11000,"",2015-06-17
"30","DHARMA_TFC","XSDR GR Equity","",5200,"",2015-06-17
"31","DHARMA_TFC","PHIA NA Equity","",12000,"",2015-06-17
"32","DHARMA_TFC","AIR FP Equity","",7000,"",2015-06-17
"33","DHARMA_TFC","LYB US Equity","",4300,"",2015-06-17
"34","DHARMA_TFC","AD NA Equity","",34520,"",2015-06-17
"35","DHARMA_TFC","ATCOA SS Equity","",14000,"",2015-06-17
"36","DHARMA_TFC","ABBV US Equity","",3300,"",2015-06-17
"37","DHARMA_TFC","AAPL US Equity","",2402,"",2015-06-17
"38","DHARMA_TFC","AMAT US Equity","",20500,"",2015-06-17
"39","DHARMA_TFC","BAX US Equity","",8800,"",2015-06-17
"40","DHARMA_TFC","BA US Equity","",7100,"",2015-06-17
"41","DHARMA_TFC","CA US Equity","",33700,"",2015-06-17
"42","DHARMA_TFC","CAT US Equity","",11700,"",2015-06-17
"43","DHARMA_TFC","CVX US Equity","",6039,"",2015-06-17
"44","DHARMA_TFC","CSCO US Equity","",16000,"",2015-06-17
"45","DHARMA_TFC","COH US Equity","",10800,"",2015-06-17
"46","DHARMA_TFC","COP US Equity","",4882,"",2015-06-17
"47","DHARMA_TFC","GLW US Equity","",49750,"",2015-06-17
"48","DHARMA_TFC","DE US Equity","",8500,"",2015-06-17
"49","DHARMA_TFC","DOW US Equity","",7700,"",2015-06-17
"50","DHARMA_TFC","EMR US Equity","",3000,"",2015-06-17
"51","DHARMA_TFC","INTC US Equity","",31100,"",2015-06-17
"52","DHARMA_TFC","JNJ US Equity","",7100,"",2015-06-17
"53","DHARMA_TFC","KLAC US Equity","",7900,"",2015-06-17
"54","DHARMA_TFC","LMT US Equity","",3800,"",2015-06-17
"55","DHARMA_TFC","MRK US Equity","",8100,"",2015-06-17
"56","DHARMA_TFC","MSFT US Equity","",22050,"",2015-06-17
"57","DHARMA_TFC","NOC US Equity","",1300,"",2015-06-17
"58","DHARMA_TFC","OXY US Equity","",3399,"",2015-06-17
"59","DHARMA_TFC","PFE US Equity","",5000,"",2015-06-17
"60","DHARMA_TFC","QCOM US Equity","",15150,"",2015-06-17
"61","DHARMA_TFC","RTN US Equity","",3400,"",2015-06-17
"62","DHARMA_TFC","STO US Equity","",43299,"",2015-06-17
"63","DHARMA_TFC","SOLB BB Equity","",1850,"",2015-06-19
"64","DHARMA_TFC","POT CN Equity","",15450,"",2015-06-19
"65","DHARMA_TFC","SYNN VX Equity","",1400,"",2015-06-19
"66","DHARMA_TFC","ABBN VX Equity","",21300,"",2015-06-19
"67","DHARMA_TFC","NESN VX Equity","",8800,"",2015-06-19
"68","DHARMA_TFC","BMW GR Equity","",7400,"",2015-06-19
"69","DHARMA_TFC","SIE GR Equity","",6100,"",2015-06-19
"70","DHARMA_TFC","VOW3 GR Equity","",2000,"",2015-06-19
"71","DHARMA_TFC","SX6PEX GR Equity","",14800,"",2015-06-19
"72","DHARMA_TFC","BAS GR Equity","",10900,"",2015-06-19
"73","DHARMA_TFC","BAYN GR Equity","",1400,"",2015-06-19
"74","DHARMA_TFC","CS FP Equity","",20400,"",2015-06-19
"75","DHARMA_TFC","MC FP Equity","",2425,"",2015-06-19
"76","DHARMA_TFC","ML FP Equity","",9300,"",2015-06-19
"77","DHARMA_TFC","CO FP Equity","",3400,"",2015-06-19
"78","DHARMA_TFC","SCR FP Equity","",22000,"",2015-06-19
"79","DHARMA_TFC","ADN LN Equity","",150000,"",2015-06-19
"80","DHARMA_TFC","BLT LN Equity","",46054,"",2015-06-19
"81","DHARMA_TFC","SKY LN Equity","",14550,"",2015-06-19
"82","DHARMA_TFC","BA/ LN Equity","",64000,"",2015-06-19
"83","DHARMA_TFC","MRW LN Equity","",1e+05,"",2015-06-19
"84","DHARMA_TFC","BP/ LN Equity","",87832,"",2015-06-19
"85","DHARMA_TFC","BT/A LN Equity","",69500,"",2015-06-19
"86","DHARMA_TFC","KGF LN Equity","",55000,"",2015-06-19
"87","DHARMA_TFC","SBRY LN Equity","",105000,"",2015-06-19
"88","DHARMA_TFC","SMIN LN Equity","",10000,"",2015-06-19
"89","DHARMA_TFC","RB/ LN Equity","",4530,"",2015-06-19
"90","DHARMA_TFC","ESV US Equity","",8000,"",2015-06-19
"91","DHARMA_TFC","STX US Equity","",21100,"",2015-06-19
"92","DHARMA_TFC","XSMI SW Equity","",11000,"",2015-06-19
"93","DHARMA_TFC","XSDR GR Equity","",5200,"",2015-06-19
"94","DHARMA_TFC","PHIA NA Equity","",12000,"",2015-06-19
"95","DHARMA_TFC","AIR FP Equity","",7000,"",2015-06-19
"96","DHARMA_TFC","LYB US Equity","",4300,"",2015-06-19
"97","DHARMA_TFC","AD NA Equity","",34520,"",2015-06-19
"98","DHARMA_TFC","ATCOA SS Equity","",14000,"",2015-06-19
"99","DHARMA_TFC","ABBV US Equity","",3300,"",2015-06-19
"100","DHARMA_TFC","AAPL US Equity","",2402,"",2015-06-19
"101","DHARMA_TFC","AMAT US Equity","",20500,"",2015-06-19
"102","DHARMA_TFC","BAX US Equity","",11650,"",2015-06-19
"103","DHARMA_TFC","BA US Equity","",7100,"",2015-06-19
"104","DHARMA_TFC","CA US Equity","",33700,"",2015-06-19
"105","DHARMA_TFC","CAT US Equity","",11700,"",2015-06-19
"106","DHARMA_TFC","CVX US Equity","",6039,"",2015-06-19
"107","DHARMA_TFC","CSCO US Equity","",16000,"",2015-06-19
"108","DHARMA_TFC","COH US Equity","",10800,"",2015-06-19
"109","DHARMA_TFC","COP US Equity","",4882,"",2015-06-19
"110","DHARMA_TFC","GLW US Equity","",49750,"",2015-06-19
"111","DHARMA_TFC","DE US Equity","",8500,"",2015-06-19
"112","DHARMA_TFC","DOW US Equity","",7700,"",2015-06-19
"113","DHARMA_TFC","EMR US Equity","",3000,"",2015-06-19
"114","DHARMA_TFC","INTC US Equity","",31100,"",2015-06-19
"115","DHARMA_TFC","JNJ US Equity","",10050,"",2015-06-19
"116","DHARMA_TFC","KLAC US Equity","",7900,"",2015-06-19
"117","DHARMA_TFC","LMT US Equity","",3800,"",2015-06-19
"118","DHARMA_TFC","MRK US Equity","",13750,"",2015-06-19
"119","DHARMA_TFC","MSFT US Equity","",22050,"",2015-06-19
"120","DHARMA_TFC","NOC US Equity","",1300,"",2015-06-19
"121","DHARMA_TFC","OXY US Equity","",3399,"",2015-06-19
"122","DHARMA_TFC","PFE US Equity","",10000,"",2015-06-19
"123","DHARMA_TFC","QCOM US Equity","",15150,"",2015-06-19
"124","DHARMA_TFC","RTN US Equity","",3400,"",2015-06-19
"125","DHARMA_TFC","STO US Equity","",43299,"",2015-06-19
"126","DHARMA_TFC","SOLB BB Equity","",1850,"",2015-06-22
"127","DHARMA_TFC","POT CN Equity","",15450,"",2015-06-22
"128","DHARMA_TFC","SYNN VX Equity","",1400,"",2015-06-22
"129","DHARMA_TFC","ABBN VX Equity","",21300,"",2015-06-22
"130","DHARMA_TFC","NESN VX Equity","",8800,"",2015-06-22
"131","DHARMA_TFC","BMW GR Equity","",7400,"",2015-06-22
"132","DHARMA_TFC","SIE GR Equity","",6100,"",2015-06-22
"133","DHARMA_TFC","VOW3 GR Equity","",2000,"",2015-06-22
"134","DHARMA_TFC","SX6PEX GR Equity","",14800,"",2015-06-22
"135","DHARMA_TFC","BAS GR Equity","",10900,"",2015-06-22
"136","DHARMA_TFC","BAYN GR Equity","",2800,"",2015-06-22
"137","DHARMA_TFC","CS FP Equity","",20400,"",2015-06-22
"138","DHARMA_TFC","MC FP Equity","",2425,"",2015-06-22
"139","DHARMA_TFC","ML FP Equity","",9300,"",2015-06-22
"140","DHARMA_TFC","CO FP Equity","",3400,"",2015-06-22
"141","DHARMA_TFC","SCR FP Equity","",22000,"",2015-06-22
"142","DHARMA_TFC","ADN LN Equity","",150000,"",2015-06-22
"143","DHARMA_TFC","BLT LN Equity","",46054,"",2015-06-22
"144","DHARMA_TFC","SKY LN Equity","",14550,"",2015-06-22
"145","DHARMA_TFC","BA/ LN Equity","",64000,"",2015-06-22
"146","DHARMA_TFC","MRW LN Equity","",1e+05,"",2015-06-22
"147","DHARMA_TFC","BP/ LN Equity","",87832,"",2015-06-22
"148","DHARMA_TFC","BT/A LN Equity","",69500,"",2015-06-22
"149","DHARMA_TFC","KGF LN Equity","",55000,"",2015-06-22
"150","DHARMA_TFC","SBRY LN Equity","",105000,"",2015-06-22
"151","DHARMA_TFC","SMIN LN Equity","",10000,"",2015-06-22
"152","DHARMA_TFC","RB/ LN Equity","",4530,"",2015-06-22
"153","DHARMA_TFC","ESV US Equity","",8000,"",2015-06-22
"154","DHARMA_TFC","STX US Equity","",21100,"",2015-06-22
"155","DHARMA_TFC","XSMI SW Equity","",11000,"",2015-06-22
"156","DHARMA_TFC","XSDR GR Equity","",5200,"",2015-06-22
"157","DHARMA_TFC","PHIA NA Equity","",12000,"",2015-06-22
"158","DHARMA_TFC","AIR FP Equity","",7000,"",2015-06-22
"159","DHARMA_TFC","LYB US Equity","",4300,"",2015-06-22
"160","DHARMA_TFC","AD NA Equity","",34520,"",2015-06-22
"161","DHARMA_TFC","ATCOA SS Equity","",14000,"",2015-06-22
"162","DHARMA_TFC","ABBV US Equity","",3300,"",2015-06-22
"163","DHARMA_TFC","AAPL US Equity","",2402,"",2015-06-22
"164","DHARMA_TFC","AMAT US Equity","",20500,"",2015-06-22
"165","DHARMA_TFC","BAX US Equity","",11650,"",2015-06-22
"166","DHARMA_TFC","BA US Equity","",7100,"",2015-06-22
"167","DHARMA_TFC","CA US Equity","",33700,"",2015-06-22
"168","DHARMA_TFC","CAT US Equity","",11700,"",2015-06-22
"169","DHARMA_TFC","CVX US Equity","",6039,"",2015-06-22
"170","DHARMA_TFC","CSCO US Equity","",16000,"",2015-06-22
"171","DHARMA_TFC","COH US Equity","",10800,"",2015-06-22
"172","DHARMA_TFC","COP US Equity","",4882,"",2015-06-22
"173","DHARMA_TFC","GLW US Equity","",49750,"",2015-06-22
